timestamp,sample_id,uptime_ms,scenario_id,cpu_utilization,cpu_idle,task_cpu_utilization,total_heap,free_heap,used_heap,heap_utilization,minimum_free_heap,stack_high_water_mark,stack_utilization,task_name,task_priority,task_state,task_execution_time,task_period,task_jitter,task_execution_count,deadline_misses,context_switches,task_switches,scheduler_delay,active_task_count,inference_time,min_inference_time,max_inference_time,average_inference_time,inference_count,inference_frequency,queue_length,queue_capacity,queue_utilization,messages_sent,messages_received,dropped_messages,interrupt_count,interrupt_latency,power_consumption,system_temperature,watchdog_resets,system_resets,heap_churn_bytes,heap_alloc_failures,distance_cm,ultrasonic_timeouts,logged_at
29533,30,29533,1,45.9,54.1,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,129,0,1000,1466,0,11,9,9,9,9.0,35,35.0,9,10,90.0,300,291,716,33,10416,280.7,563.2,0,1,4096,0,-1.0,129,2026-09-19T23:24:05
30527,31,30527,1,46.0,54.0,28.4,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1051,0,1000,1517,0,11,9,9,9,9.0,35,35.0,9,10,90.0,310,301,741,33,10416,281.0,563.2,0,1,4096,0,-1.0,134,2026-09-19T23:24:06
30527,31,30527,1,46.0,54.0,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,301,0,1000,1517,0,11,9,9,9,9.0,35,35.0,9,10,90.0,310,301,741,33,10416,281.0,563.2,0,1,4096,0,-1.0,134,2026-09-19T23:24:06
30527,31,30527,1,46.0,54.0,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,31,0,1000,1517,0,11,9,9,9,9.0,35,35.0,9,10,90.0,310,301,741,33,10416,281.0,563.2,0,1,4096,0,-1.0,134,2026-09-19T23:24:06
30527,31,30527,1,46.0,54.0,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,134,0,1000,1517,0,11,9,9,9,9.0,35,35.0,9,10,90.0,310,301,741,33,10416,281.0,563.2,0,1,4096,0,-1.0,134,2026-09-19T23:24:06
31527,32,31527,1,46.0,54.0,28.4,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1086,0,1000,1567,0,11,9,9,9,9.0,35,35.0,9,10,90.0,320,311,766,33,10416,280.9,563.2,0,1,4096,0,-1.0,138,2026-09-19T23:24:07
31527,32,31527,1,46.0,54.0,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,311,0,1000,1567,0,11,9,9,9,9.0,35,35.0,9,10,90.0,320,311,766,33,10416,280.9,563.2,0,1,4096,0,-1.0,138,2026-09-19T23:24:07
31527,32,31527,1,46.0,54.0,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,32,0,1000,1567,0,11,9,9,9,9.0,35,35.0,9,10,90.0,320,311,766,33,10416,280.9,563.2,0,1,4096,0,-1.0,138,2026-09-19T23:24:07
31527,32,31527,1,46.0,54.0,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,138,0,1000,1567,0,11,9,9,9,9.0,35,35.0,9,10,90.0,320,311,766,33,10416,280.9,563.2,0,1,4096,0,-1.0,138,2026-09-19T23:24:07
32533,33,32533,1,46.0,54.0,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,33,0,1000,1618,0,11,9,9,9,9.0,35,35.0,9,10,90.0,330,321,791,33,10416,281.1,563.2,0,1,4096,0,-1.0,143,2026-09-19T23:24:08
32533,33,32533,1,46.0,54.0,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,143,0,1000,1618,0,11,9,9,9,9.0,35,35.0,9,10,90.0,330,321,791,33,10416,281.1,563.2,0,1,4096,0,-1.0,143,2026-09-19T23:24:08
33527,34,33527,1,46.0,54.0,28.4,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1156,0,1000,1668,0,11,9,9,9,9.0,35,35.0,9,10,90.0,340,331,816,33,10416,281.1,563.2,0,1,4096,0,-1.0,147,2026-09-19T23:24:09
33527,34,33527,1,46.0,54.0,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,331,0,1000,1668,0,11,9,9,9,9.0,35,35.0,9,10,90.0,340,331,816,33,10416,281.1,563.2,0,1,4096,0,-1.0,147,2026-09-19T23:24:09
33527,34,33527,1,46.0,54.0,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,34,0,1000,1668,0,11,9,9,9,9.0,35,35.0,9,10,90.0,340,331,816,33,10416,281.1,563.2,0,1,4096,0,-1.0,147,2026-09-19T23:24:09
33527,34,33527,1,46.0,54.0,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,147,0,1000,1668,0,11,9,9,9,9.0,35,35.0,9,10,90.0,340,331,816,33,10416,281.1,563.2,0,1,4096,0,-1.0,147,2026-09-19T23:24:09
34528,35,34528,1,46.1,53.9,28.4,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1191,0,1001,1719,0,11,9,9,9,9.0,35,35.0,9,10,90.0,350,341,841,33,10416,281.3,563.2,0,1,4096,0,-1.0,151,2026-09-19T23:24:10
34528,35,34528,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,341,0,1001,1719,0,11,9,9,9,9.0,35,35.0,9,10,90.0,350,341,841,33,10416,281.3,563.2,0,1,4096,0,-1.0,152,2026-09-19T23:24:10
34528,35,34528,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,35,0,1001,1719,0,11,9,9,9,9.0,35,35.0,9,10,90.0,350,341,841,33,10416,281.3,563.2,0,1,4096,0,-1.0,152,2026-09-19T23:24:10
34528,35,34528,1,46.1,53.9,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,151,0,1001,1719,0,11,9,9,9,9.0,35,35.0,9,10,90.0,350,341,841,33,10416,281.3,563.2,0,1,4096,0,-1.0,152,2026-09-19T23:24:10
35533,36,35533,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,351,0,999,1769,0,11,9,9,9,9.0,35,35.0,9,10,90.0,360,351,866,33,10416,281.2,563.2,0,1,4096,0,-1.0,156,2026-09-19T23:24:11
35533,36,35533,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,36,0,999,1769,0,11,9,9,9,9.0,35,35.0,9,10,90.0,360,351,866,33,10416,281.2,563.2,0,1,4096,0,-1.0,156,2026-09-19T23:24:11
35533,36,35533,1,46.1,53.9,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,156,0,999,1769,0,11,9,9,9,9.0,35,35.0,9,10,90.0,360,351,866,33,10416,281.2,563.2,0,1,4096,0,-1.0,156,2026-09-19T23:24:11
36527,37,36527,1,46.1,53.9,28.4,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1261,0,1000,1819,0,11,9,9,9,9.0,35,35.0,9,10,90.0,370,361,891,33,10416,281.2,563.2,0,1,4096,0,-1.0,160,2026-09-19T23:24:12
36527,37,36527,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,361,0,1000,1819,0,11,9,9,9,9.0,35,35.0,9,10,90.0,370,361,891,33,10416,281.2,563.2,0,1,4096,0,-1.0,160,2026-09-19T23:24:12
36527,37,36527,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,37,0,1000,1820,0,11,9,9,9,9.0,35,35.0,9,10,90.0,370,361,891,33,10416,281.2,563.2,0,1,4096,0,-1.0,160,2026-09-19T23:24:12
36527,37,36527,1,46.1,53.9,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,160,0,1000,1820,0,11,9,9,9,9.0,35,35.0,9,10,90.0,370,361,891,33,10416,281.2,563.2,0,1,4096,0,-1.0,160,2026-09-19T23:24:12
37527,38,37527,1,46.1,53.9,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1296,0,1000,1870,0,11,9,9,9,9.0,35,35.0,9,10,90.0,380,371,916,33,10416,281.4,563.2,0,1,4096,0,-1.0,165,2026-09-19T23:24:13
37527,38,37527,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,371,0,1000,1870,0,11,9,9,9,9.0,35,35.0,9,10,90.0,380,371,916,33,10416,281.4,563.2,0,1,4096,0,-1.0,165,2026-09-19T23:24:13
37527,38,37527,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,38,0,1000,1870,0,11,9,9,9,9.0,35,35.0,9,10,90.0,380,371,916,33,10416,281.4,563.2,0,1,4096,0,-1.0,165,2026-09-19T23:24:13
37527,38,37527,1,46.1,53.9,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,165,0,1000,1870,0,11,9,9,9,9.0,35,35.0,9,10,90.0,380,371,916,33,10416,281.4,563.2,0,1,4096,0,-1.0,165,2026-09-19T23:24:13
38533,39,38533,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,39,0,1000,1920,0,11,9,9,9,9.0,35,35.0,9,10,90.0,390,381,941,33,10416,281.3,563.2,0,1,4096,0,-1.0,169,2026-09-19T23:24:14
38533,39,38533,1,46.1,53.9,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,169,0,1000,1920,0,11,9,9,9,9.0,35,35.0,9,10,90.0,390,381,941,33,10416,281.3,563.2,0,1,4096,0,-1.0,169,2026-09-19T23:24:14
39527,40,39527,1,46.1,53.9,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1366,0,1000,1971,0,11,9,9,9,9.0,35,35.0,9,10,90.0,400,391,966,33,10416,281.5,563.2,0,1,4096,0,-1.0,174,2026-09-19T23:24:15
39527,40,39527,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,391,0,1000,1971,0,11,9,9,9,9.0,35,35.0,9,10,90.0,400,391,966,33,10416,281.5,563.2,0,1,4096,0,-1.0,174,2026-09-19T23:24:15
39527,40,39527,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,40,0,1000,1971,0,11,9,9,9,9.0,35,35.0,9,10,90.0,400,391,966,33,10416,281.5,563.2,0,1,4096,0,-1.0,174,2026-09-19T23:24:15
39527,40,39527,1,46.1,53.9,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,174,0,1000,1971,0,11,9,9,9,9.0,35,35.0,9,10,90.0,400,391,966,33,10416,281.5,563.2,0,1,4096,0,-1.0,174,2026-09-19T23:24:15
40527,41,40527,1,46.1,53.9,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1401,0,1000,2021,0,11,9,9,9,9.0,35,35.0,9,10,90.0,410,401,991,33,10416,281.4,563.2,0,1,4096,0,-1.0,178,2026-09-19T23:24:16
40527,41,40527,1,46.1,53.9,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,401,0,1000,2021,0,11,9,9,9,9.0,35,35.0,9,10,90.0,410,401,991,33,10416,281.4,563.2,0,1,4096,0,-1.0,178,2026-09-19T23:24:16
40527,41,40527,1,46.1,53.9,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,41,0,1000,2021,0,11,9,9,9,9.0,35,35.0,9,10,90.0,410,401,991,33,10416,281.4,563.2,0,1,4096,0,-1.0,178,2026-09-19T23:24:16
40527,41,40527,1,46.1,53.9,10.9,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,178,0,1000,2021,0,11,9,9,9,9.0,35,35.0,9,10,90.0,410,401,991,33,10416,281.4,563.2,0,1,4096,0,-1.0,178,2026-09-19T23:24:16
41533,42,41533,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1436,0,1000,2072,0,11,9,9,9,9.0,35,35.0,9,10,90.0,420,411,1016,33,10416,281.6,563.3,0,1,4096,0,-1.0,183,2026-09-19T23:24:17
41533,42,41533,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,411,0,1000,2072,0,11,9,9,9,9.0,35,35.0,9,10,90.0,420,411,1016,33,10416,281.6,563.3,0,1,4096,0,-1.0,183,2026-09-19T23:24:17
41533,42,41533,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,42,0,1000,2072,0,11,9,9,9,9.0,35,35.0,9,10,90.0,420,411,1016,33,10416,281.6,563.3,0,1,4096,0,-1.0,183,2026-09-19T23:24:17
41533,42,41533,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,183,0,1000,2072,0,11,9,9,9,9.0,35,35.0,9,10,90.0,420,411,1016,33,10416,281.6,563.3,0,1,4096,0,-1.0,183,2026-09-19T23:24:17
42527,43,42527,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1471,0,1000,2122,0,11,9,9,9,9.0,35,35.0,9,10,90.0,430,421,1041,33,10416,281.6,563.3,0,1,4096,0,-1.0,187,2026-09-19T23:24:18
42527,43,42527,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,421,0,1000,2122,0,11,9,9,9,9.0,35,35.0,9,10,90.0,430,421,1041,33,10416,281.6,563.3,0,1,4096,0,-1.0,187,2026-09-19T23:24:18
42527,43,42527,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,43,0,1000,2122,0,11,9,9,9,9.0,35,35.0,9,10,90.0,430,421,1041,33,10416,281.6,563.3,0,1,4096,0,-1.0,187,2026-09-19T23:24:18
42527,43,42527,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,187,0,1000,2122,0,11,9,9,9,9.0,35,35.0,9,10,90.0,430,421,1041,33,10416,281.6,563.3,0,1,4096,0,-1.0,187,2026-09-19T23:24:18
43528,44,43528,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1506,0,1001,2173,0,11,9,9,9,9.0,35,35.0,9,10,90.0,440,431,1066,33,10416,281.7,563.3,0,1,4096,0,-1.0,191,2026-09-19T23:24:19
43528,44,43528,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,431,0,1001,2173,0,11,9,9,9,9.0,35,35.0,9,10,90.0,440,431,1066,33,10416,281.7,563.3,0,1,4096,0,-1.0,192,2026-09-19T23:24:19
43528,44,43528,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,44,0,1001,2173,0,11,9,9,9,9.0,35,35.0,9,10,90.0,440,431,1066,33,10416,281.7,563.3,0,1,4096,0,-1.0,192,2026-09-19T23:24:19
43528,44,43528,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,191,0,1001,2173,0,11,9,9,9,9.0,35,35.0,9,10,90.0,440,431,1066,33,10416,281.7,563.3,0,1,4096,0,-1.0,192,2026-09-19T23:24:19
44533,45,44533,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1541,0,999,2223,0,11,9,9,9,9.0,35,35.0,9,10,90.0,450,441,1091,33,10416,281.6,563.3,0,1,4096,0,-1.0,196,2026-09-19T23:24:20
44533,45,44533,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,441,0,999,2223,0,11,9,9,9,9.0,35,35.0,9,10,90.0,450,441,1091,33,10416,281.6,563.3,0,1,4096,0,-1.0,196,2026-09-19T23:24:20
44533,45,44533,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,45,0,999,2223,0,11,9,9,9,9.0,35,35.0,9,10,90.0,450,441,1091,33,10416,281.6,563.3,0,1,4096,0,-1.0,196,2026-09-19T23:24:20
44533,45,44533,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,196,0,999,2223,0,11,9,9,9,9.0,35,35.0,9,10,90.0,450,441,1091,33,10416,281.6,563.3,0,1,4096,0,-1.0,196,2026-09-19T23:24:20
45527,46,45527,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1576,0,1000,2273,0,11,9,9,9,9.0,35,35.0,9,10,90.0,460,451,1116,33,10416,281.6,563.3,0,1,4096,0,-1.0,200,2026-09-19T23:24:21
45527,46,45527,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,451,0,1000,2273,0,11,9,9,9,9.0,35,35.0,9,10,90.0,460,451,1116,33,10416,281.6,563.3,0,1,4096,0,-1.0,200,2026-09-19T23:24:21
45527,46,45527,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,46,0,1000,2274,0,11,9,9,9,9.0,35,35.0,9,10,90.0,460,451,1116,33,10416,281.6,563.3,0,1,4096,0,-1.0,200,2026-09-19T23:24:21
45527,46,45527,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,200,0,1000,2274,0,11,9,9,9,9.0,35,35.0,9,10,90.0,460,451,1116,33,10416,281.6,563.3,0,1,4096,0,-1.0,200,2026-09-19T23:24:21
46527,47,46527,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1611,0,1000,2324,0,11,9,9,9,9.0,35,35.0,9,10,90.0,470,461,1141,33,10416,281.7,563.3,0,1,4096,0,-1.0,205,2026-09-19T23:24:22
46527,47,46527,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,461,0,1000,2324,0,11,9,9,9,9.0,35,35.0,9,10,90.0,470,461,1141,33,10416,281.7,563.3,0,1,4096,0,-1.0,205,2026-09-19T23:24:22
46527,47,46527,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,47,0,1000,2324,0,11,9,9,9,9.0,35,35.0,9,10,90.0,470,461,1141,33,10416,281.7,563.3,0,1,4096,0,-1.0,205,2026-09-19T23:24:22
46527,47,46527,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,205,0,1000,2324,0,11,9,9,9,9.0,35,35.0,9,10,90.0,470,461,1141,33,10416,281.7,563.3,0,1,4096,0,-1.0,205,2026-09-19T23:24:22
47533,48,47533,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1646,0,1000,2374,0,11,9,9,9,9.0,35,35.0,9,10,90.0,480,471,1166,33,10416,281.7,563.3,0,1,4096,0,-1.0,209,2026-09-19T23:24:23
47533,48,47533,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,471,0,1000,2374,0,11,9,9,9,9.0,35,35.0,9,10,90.0,480,471,1166,33,10416,281.7,563.3,0,1,4096,0,-1.0,209,2026-09-19T23:24:23
47533,48,47533,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,48,0,1000,2374,0,11,9,9,9,9.0,35,35.0,9,10,90.0,480,471,1166,33,10416,281.7,563.3,0,1,4096,0,-1.0,209,2026-09-19T23:24:23
47533,48,47533,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,209,0,1000,2374,0,11,9,9,9,9.0,35,35.0,9,10,90.0,480,471,1166,33,10416,281.7,563.3,0,1,4096,0,-1.0,209,2026-09-19T23:24:23
48527,49,48527,1,46.2,53.8,28.5,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1681,0,1000,2425,0,11,9,9,9,9.0,35,35.0,9,10,90.0,490,481,1191,33,10416,281.8,563.3,0,1,4096,0,-1.0,214,2026-09-19T23:24:24
48527,49,48527,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,481,0,1000,2425,0,11,9,9,9,9.0,35,35.0,9,10,90.0,490,481,1191,33,10416,281.8,563.3,0,1,4096,0,-1.0,214,2026-09-19T23:24:24
48527,49,48527,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,49,0,1000,2425,0,11,9,9,9,9.0,35,35.0,9,10,90.0,490,481,1191,33,10416,281.8,563.3,0,1,4096,0,-1.0,214,2026-09-19T23:24:24
48527,49,48527,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,214,0,1000,2425,0,11,9,9,9,9.0,35,35.0,9,10,90.0,490,481,1191,33,10416,281.8,563.3,0,1,4096,0,-1.0,214,2026-09-19T23:24:24
49527,50,49527,1,46.2,53.8,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1716,0,1000,2475,0,11,9,9,9,9.0,35,35.0,9,10,90.0,500,491,1216,33,10416,281.8,563.3,0,1,4096,0,-1.0,218,2026-09-19T23:24:25
49527,50,49527,1,46.2,53.8,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,491,0,1000,2475,0,11,9,9,9,9.0,35,35.0,9,10,90.0,500,491,1216,33,10416,281.8,563.3,0,1,4096,0,-1.0,218,2026-09-19T23:24:25
49527,50,49527,1,46.2,53.8,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,50,0,1000,2475,0,11,9,9,9,9.0,35,35.0,9,10,90.0,500,491,1216,33,10416,281.8,563.3,0,1,4096,0,-1.0,218,2026-09-19T23:24:25
49527,50,49527,1,46.2,53.8,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,218,0,1000,2475,0,11,9,9,9,9.0,35,35.0,9,10,90.0,500,491,1216,33,10416,281.8,563.3,0,1,4096,0,-1.0,218,2026-09-19T23:24:25
50533,51,50533,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1751,0,1000,2526,0,11,9,9,9,9.0,35,35.0,9,10,90.0,510,501,1241,33,10416,281.9,563.3,0,1,4096,0,-1.0,223,2026-09-19T23:24:26
50533,51,50533,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,501,0,1000,2526,0,11,9,9,9,9.0,35,35.0,9,10,90.0,510,501,1241,33,10416,281.9,563.3,0,1,4096,0,-1.0,223,2026-09-19T23:24:26
50533,51,50533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,51,0,1000,2526,0,11,9,9,9,9.0,35,35.0,9,10,90.0,510,501,1241,33,10416,281.9,563.3,0,1,4096,0,-1.0,223,2026-09-19T23:24:26
50533,51,50533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,223,0,1000,2526,0,11,9,9,9,9.0,35,35.0,9,10,90.0,510,501,1241,33,10416,281.9,563.3,0,1,4096,0,-1.0,223,2026-09-19T23:24:26
51527,52,51527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1786,0,1000,2576,0,11,9,9,9,9.0,35,35.0,9,10,90.0,520,511,1266,33,10416,281.9,563.3,0,1,4096,0,-1.0,227,2026-09-19T23:24:27
51527,52,51527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,511,0,1000,2576,0,11,9,9,9,9.0,35,35.0,9,10,90.0,520,511,1266,33,10416,281.9,563.3,0,1,4096,0,-1.0,227,2026-09-19T23:24:27
51527,52,51527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,52,0,1000,2576,0,11,9,9,9,9.0,35,35.0,9,10,90.0,520,511,1266,33,10416,281.9,563.3,0,1,4096,0,-1.0,227,2026-09-19T23:24:27
51527,52,51527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,227,0,1000,2576,0,11,9,9,9,9.0,35,35.0,9,10,90.0,520,511,1266,33,10416,281.9,563.3,0,1,4096,0,-1.0,227,2026-09-19T23:24:27
